tenure,Churn_flag,MonthlyCharges,SeniorCitizen,Contract_OneYear,Contract_TwoYear,InternetService_Fiber,OnlineSecurity_Yes,TechSupport_Yes,PaperlessBilling_Yes,Contract,MonthlyCharges_x_logT,TechSupport_x_logT
53,0,62.85,0,1,0,0,1,1,0,One year,249.53284676675088,3.970291913552122
34,0,71.55,1,0,0,1,0,0,0,Month-to-month,252.31109553628636,0.0
19,0,94.95,1,0,0,1,0,0,1,Month-to-month,279.5744810718535,0.0
43,0,86.1,0,0,0,1,1,0,1,Month-to-month,323.8393299612157,0.0
6,0,19.55,0,0,0,0,0,0,0,Month-to-month,35.028897623408476,0.0
56,0,24.8,0,0,1,0,0,0,1,Two year,99.82872193023171,0.0
57,1,39.3,0,0,0,0,0,0,1,Month-to-month,158.8919148258978,0.0
34,0,84.05,0,0,0,1,0,0,1,Month-to-month,296.3906020939884,0.0
10,0,36.25,0,0,0,0,0,1,0,Month-to-month,83.46870962103417,2.302585092994046
1,1,20.25,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
13,1,23.9,0,0,0,0,0,0,1,Month-to-month,61.302289643330724,0.0
56,0,98.6,0,0,0,1,0,0,0,Month-to-month,396.8996767064857,0.0
55,0,103.65,0,0,0,1,0,0,1,Month-to-month,415.36008464934565,0.0
36,0,92.9,0,0,1,0,1,1,1,Two year,332.90890938257263,3.58351893845611
47,0,19.9,0,1,0,0,0,0,0,One year,76.61793727403015,0.0
12,0,20.1,0,0,0,0,0,0,1,Month-to-month,49.94662366073881,0.0
1,1,85.45,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
24,0,80.5,1,0,0,1,0,0,1,Month-to-month,255.83333334300963,0.0
63,1,99.9,0,1,0,1,0,0,0,One year,413.89915916651415,0.0
35,0,39.85,1,0,0,0,0,0,1,Month-to-month,141.68062025035314,0.0
67,0,60.5,0,1,0,0,1,1,0,One year,254.38390347315342,4.204692619390966
25,1,84.8,0,0,0,1,0,0,1,Month-to-month,272.9606699488234,0.0
21,0,103.85,0,0,0,1,1,0,0,Month-to-month,316.17365515757746,0.0
13,0,67.8,0,0,0,0,1,1,0,Month-to-month,173.90356643589217,2.5649493574615367
35,1,75.2,0,0,0,1,0,0,1,Month-to-month,267.3621742240039,0.0
71,0,24.85,1,0,1,0,0,0,0,Two year,105.9275949444767,0.0
29,0,19.35,0,0,0,0,0,0,0,Month-to-month,65.15717431023828,0.0
71,1,49.35,0,0,1,0,0,0,0,Two year,210.3632519319889,0.0
7,0,89.0,1,0,0,1,0,0,1,Month-to-month,173.18600326592286,0.0
57,0,55.0,1,0,0,0,0,0,1,Month-to-month,222.36781973090027,0.0
65,0,76.15,0,0,1,0,1,1,0,Two year,317.87959060255275,4.174387269895637
27,0,20.3,0,1,0,0,0,0,0,One year,66.90548837988788,0.0
6,1,74.9,0,0,0,1,0,0,1,Month-to-month,134.20278424518133,0.0
72,0,117.35,1,0,1,1,1,1,1,Two year,501.86676906653406,4.276666119016055
1,0,19.75,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
11,0,45.2,0,0,0,0,0,0,0,Month-to-month,108.38486633048636,0.0
39,0,25.2,0,0,1,0,0,0,0,Two year,92.32175348246709,0.0
59,0,89.75,1,0,0,1,1,0,1,Month-to-month,365.95898559053836,0.0
26,0,75.0,0,1,0,0,1,1,0,One year,244.35724035161115,3.258096538021482
2,0,49.95,1,0,0,0,0,0,0,Month-to-month,34.62270166896927,0.0
72,0,65.7,0,0,1,0,1,1,0,Two year,280.97696401935485,4.276666119016055
65,0,67.05,0,1,0,0,1,0,0,One year,279.89266644650246,0.0
72,0,110.9,0,0,1,1,0,1,0,Two year,474.2822725988806,4.276666119016055
6,0,87.95,0,0,0,1,0,1,1,Month-to-month,157.58524531860743,1.791759469228055
32,0,19.8,1,1,0,0,0,0,0,One year,68.62157087543459,0.0
50,0,75.7,0,1,0,0,0,0,0,One year,296.14014151091067,0.0
61,0,62.15,0,0,1,0,1,1,1,Two year,255.4908106583713,4.110873864173311
15,1,101.25,0,0,0,1,0,0,1,Month-to-month,274.1900828615988,0.0
72,0,115.15,0,0,1,1,1,1,0,Two year,492.4581036046988,4.276666119016055
9,1,18.95,0,0,0,0,0,0,1,Month-to-month,41.63740574052136,0.0
1,0,19.5,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
12,0,86.55,0,0,0,1,0,0,1,Month-to-month,215.0686705391514,0.0
37,1,28.6,0,0,0,0,0,1,0,Month-to-month,103.27225230162482,3.6109179126442243
61,0,20.4,0,1,0,0,0,0,0,One year,83.86182682913555,0.0
18,0,19.8,0,1,0,0,0,0,0,One year,57.22936080634406,0.0
21,0,45.65,0,0,0,0,0,0,0,Month-to-month,138.98244928207424,0.0
68,0,56.4,0,0,1,0,1,1,1,Two year,237.9802345719324,4.219507705176107
12,0,73.3,1,0,0,1,0,0,1,Month-to-month,182.14365742946043,0.0
2,1,24.35,1,0,0,0,0,0,0,Month-to-month,16.878133846634668,0.0
62,0,101.35,0,0,0,1,0,0,1,Month-to-month,418.28506992432,0.0
29,1,98.65,1,0,0,1,0,1,0,Month-to-month,332.18373362816567,3.367295829986474
1,0,33.6,0,0,0,0,0,1,0,Month-to-month,0.0,0.0
5,1,79.9,1,0,0,1,0,0,1,Month-to-month,128.59408920348463,0.0
1,0,20.7,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
62,0,104.05,0,0,1,1,0,1,1,Two year,429.4283327639418,4.127134385045092
36,0,20.25,0,0,1,0,0,0,0,Two year,72.56625850373622,0.0
28,1,103.3,1,0,0,1,0,1,1,Month-to-month,344.2167259010985,3.332204510175204
69,0,73.7,0,1,0,0,1,1,0,One year,312.05364938881803,4.23410650459726
11,1,96.2,0,0,0,1,1,1,1,Month-to-month,230.67752524320326,2.3978952727983707
63,0,108.75,0,0,0,1,0,1,1,Month-to-month,450.5659014950792,4.143134726391533
23,0,20.15,0,1,0,0,0,0,0,One year,63.18020845097236,0.0
10,0,19.75,0,0,0,0,0,0,0,Month-to-month,45.476055586632405,0.0
71,0,25.95,0,0,1,0,0,0,1,Two year,110.61654280922214,0.0
45,0,70.05,1,0,0,0,1,1,1,Month-to-month,266.65670740841085,3.8066624897703196
70,0,24.05,0,0,1,0,0,0,0,Two year,102.17631057128709,0.0
22,0,84.75,0,0,0,1,0,0,1,Month-to-month,261.9658479221173,0.0
52,0,23.05,0,0,1,0,0,0,0,Two year,91.07616771330191,0.0
55,1,104.15,0,1,0,1,0,1,1,One year,417.3637512419619,4.007333185232471
65,0,59.95,0,0,1,0,1,1,0,Two year,250.25451683024343,4.174387269895637
72,0,19.55,0,0,1,0,0,0,0,Two year,83.60882262676388,0.0
10,0,19.6,0,1,0,0,0,0,0,One year,45.1306678226833,0.0
7,0,20.05,0,1,0,0,0,0,0,One year,39.01549848855903,0.0
5,0,85.55,1,0,0,1,0,0,1,Month-to-month,137.68741340873729,0.0
24,0,78.6,0,0,1,0,1,0,0,Two year,249.79503106534852,0.0
72,0,116.8,0,0,1,1,1,1,1,Two year,499.51460270107526,4.276666119016055
21,0,43.55,0,0,0,0,1,1,1,Month-to-month,132.58895216285507,3.044522437723423
69,0,60.8,0,1,0,0,0,1,1,One year,257.4336754795134,4.23410650459726
44,0,54.9,0,0,0,0,0,1,1,Month-to-month,207.75201090211252,3.784189633918261
61,0,65.2,1,1,0,0,0,0,1,One year,268.0289759440999,0.0
24,1,102.95,1,0,0,1,0,0,1,Month-to-month,327.180641834321,0.0
1,1,90.6,0,0,0,1,0,0,0,Month-to-month,0.0,0.0
6,1,50.8,0,0,0,0,0,1,1,Month-to-month,91.02138103678519,1.791759469228055
4,1,90.05,0,0,0,1,0,0,1,Month-to-month,124.83580721884614,0.0
72,0,108.2,0,0,1,1,0,1,1,Two year,462.7352740775372,4.276666119016055
72,0,92.0,0,0,1,0,1,1,0,Two year,393.4532829494771,4.276666119016055
14,0,75.1,1,0,0,1,0,0,1,Month-to-month,198.19320545410588,0.0
7,0,25.05,0,0,0,0,0,0,1,Month-to-month,48.745049233835594,0.0
48,0,75.15,0,1,0,1,0,0,0,One year,290.920755969728,0.0
55,0,19.5,0,1,0,0,0,0,0,One year,78.14299711203319,0.0
1,0,19.3,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
45,0,112.2,0,1,0,1,1,1,0,One year,427.1075313522299,3.8066624897703196
3,0,70.3,0,0,0,1,0,0,1,Month-to-month,77.23244389336811,0.0
71,0,19.6,0,0,1,0,0,0,0,Two year,83.54852559000979,0.0
8,0,20.25,0,0,0,0,0,0,0,Month-to-month,42.10869121901668,0.0
3,1,75.85,0,0,0,1,0,0,1,Month-to-month,83.32974209547612,0.0
69,0,80.65,0,0,1,0,1,1,0,Two year,341.48068959576904,4.23410650459726
1,1,68.5,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
72,0,115.75,1,0,1,1,1,1,1,Two year,495.0241032761084,4.276666119016055
11,1,73.5,0,0,0,1,1,0,1,Month-to-month,176.24530255068024,0.0
71,0,80.6,0,0,1,0,1,1,0,Two year,343.57199808953,4.2626798770413155
1,1,69.95,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
33,0,59.55,0,0,1,0,1,1,0,Two year,208.2170252853289,3.4965075614664802
16,0,19.05,0,1,0,0,0,0,0,One year,52.817815158667834,0.0
56,0,95.65,1,1,0,1,1,1,0,One year,385.02488921881707,4.02535169073515
1,0,19.95,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
5,1,70.05,0,0,0,0,0,0,1,Month-to-month,112.74112576600872,0.0
57,0,19.4,0,1,0,0,0,0,0,One year,78.43519459599027,0.0
56,0,36.1,0,1,0,0,0,0,1,One year,145.31519603553892,0.0
8,1,94.0,0,0,0,1,0,0,1,Month-to-month,195.46750491790456,0.0
22,1,61.15,0,0,0,0,1,0,0,Month-to-month,189.01724602286103,0.0
1,0,19.75,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
40,0,64.1,0,0,0,0,1,1,1,Month-to-month,236.45717300870328,3.6888794541139363
46,0,19.75,0,0,1,0,0,0,0,Two year,75.61566758065963,0.0
63,0,19.7,0,0,1,0,0,0,0,Two year,81.61975410991319,0.0
68,0,110.2,0,0,1,1,1,0,1,Two year,464.989749110407,0.0
69,0,106.35,0,0,1,1,1,1,1,Two year,450.29722676391856,4.23410650459726
56,0,90.55,0,0,0,1,0,1,0,Month-to-month,364.4955955960678,4.02535169073515
10,0,65.9,0,1,0,0,0,0,1,One year,151.74035762830763,0.0
63,0,104.5,0,1,0,1,1,1,0,One year,432.95757890791515,4.143134726391533
24,0,52.5,0,0,1,0,1,1,1,Two year,166.84782609326714,3.1780538303479458
19,0,56.1,0,0,0,0,0,0,1,Month-to-month,165.1830267312373,0.0
22,0,88.75,0,0,0,1,0,0,1,Month-to-month,274.33001773555054,0.0
29,1,84.45,0,0,0,1,1,0,1,Month-to-month,284.36813284235774,0.0
13,1,75.3,0,1,0,0,0,0,1,One year,193.1406866168537,0.0
70,0,26.0,0,0,1,0,0,0,1,Two year,110.46087629328335,0.0
49,0,99.4,0,0,0,1,0,0,0,Month-to-month,386.8469376321963,0.0
43,1,109.55,1,1,0,1,1,1,1,One year,412.0394726742297,3.7612001156935624
3,1,19.6,0,0,0,0,0,0,1,Month-to-month,21.532800857894955,0.0
42,0,73.15,0,1,0,0,0,1,0,One year,273.4105325774284,3.7376696182833684
57,0,54.65,0,1,0,0,0,1,1,One year,220.95275178715818,4.04305126783455
2,1,66.4,1,0,0,0,1,0,0,Month-to-month,46.024972789180374,0.0
72,0,115.55,0,0,1,1,1,1,1,Two year,494.1687700523052,4.276666119016055
46,0,104.45,1,0,0,1,0,0,1,Month-to-month,399.901593863286,0.0
66,1,100.05,1,0,0,1,0,1,1,Month-to-month,419.1749569397438,4.189654742026425
62,1,102.0,0,1,0,1,1,1,0,One year,420.9677072745994,4.127134385045092
72,0,91.15,0,0,1,0,1,1,1,Two year,389.81811674831346,4.276666119016055
35,0,89.7,0,1,0,1,0,1,1,One year,318.9147211156004,3.5553480614894135
17,1,90.2,0,0,0,1,1,0,0,Month-to-month,255.5558436338707,0.0
72,0,92.4,0,0,1,0,1,1,1,Two year,395.1639493970835,4.276666119016055
28,0,19.9,0,1,0,0,0,0,0,One year,66.31086975248655,0.0
56,1,25.15,0,0,1,0,0,0,1,Two year,101.23759502198901,0.0
31,1,79.85,0,0,0,1,0,1,1,Month-to-month,274.2038782781389,3.4339872044851463
45,0,18.85,0,1,0,0,0,0,0,One year,71.75558793217053,0.0
1,0,25.75,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
2,1,49.6,0,0,0,0,0,0,1,Month-to-month,34.380100155773285,0.0
6,0,20.95,0,0,0,0,0,0,1,Month-to-month,37.53736088032775,0.0
48,0,97.05,0,1,0,1,0,0,1,One year,375.70005810861085,0.0
25,0,25.4,0,0,0,0,0,0,1,Month-to-month,81.7594459516523,0.0
64,0,19.7,0,0,1,0,0,0,1,Two year,81.92999674218552,0.0
50,0,35.0,0,0,0,0,1,0,1,Month-to-month,136.92080518998512,0.0
52,0,101.25,0,1,0,1,0,0,0,One year,400.0634265063695,0.0
4,0,70.2,1,0,0,1,0,0,1,Month-to-month,97.31786415061632,0.0
32,0,90.95,1,0,0,1,0,0,0,Month-to-month,315.20868035963514,0.0
45,0,73.85,0,0,1,0,1,1,0,Two year,281.1220248695381,3.8066624897703196
9,0,88.05,0,0,0,1,1,0,1,Month-to-month,193.46562403445412,0.0
66,1,105.95,1,1,0,1,0,1,1,One year,443.89391991769975,4.189654742026425
3,1,91.85,0,0,0,1,0,0,0,Month-to-month,100.90753871416588,0.0
54,0,20.1,0,0,1,0,0,0,0,Two year,80.17857933594192,0.0
1,1,40.1,0,0,0,0,0,1,0,Month-to-month,0.0,0.0
64,0,110.3,0,0,1,1,1,1,0,Two year,458.72480409457177,4.1588830833596715
31,1,73.9,1,0,0,1,0,0,1,Month-to-month,253.77165441145232,0.0
14,1,89.8,0,0,0,1,0,0,1,Month-to-month,236.9873481994502,0.0
12,0,85.15,0,1,0,1,1,0,1,One year,211.58980122944826,0.0
67,0,60.95,1,1,0,0,1,1,1,One year,256.2760151518794,4.204692619390966
35,1,72.25,0,0,0,0,1,1,0,Month-to-month,256.87389744261014,3.5553480614894135
45,0,73.55,0,0,1,0,1,1,0,Two year,279.980026122607,3.8066624897703196
10,0,46.0,0,0,0,0,0,0,0,Month-to-month,105.91891427772612,0.0
29,0,58.55,1,0,0,0,1,0,1,Month-to-month,197.15517084570806,0.0
24,0,24.6,0,1,0,0,0,0,0,One year,78.18012422655947,0.0
66,0,19.75,0,0,1,0,0,0,1,Two year,82.7456811550219,0.0
51,0,86.35,0,1,0,1,1,0,0,One year,339.5131433857455,0.0
45,0,25.5,0,0,1,0,0,0,0,Two year,97.06989348914315,0.0
49,0,19.0,0,1,0,0,0,0,0,One year,73.94458566410191,0.0
29,0,19.55,0,0,1,0,0,0,1,Two year,65.83063347623558,0.0
40,0,110.1,0,0,0,1,1,1,1,Month-to-month,406.14562789794434,3.6888794541139363
37,1,96.55,1,0,0,1,0,0,1,Month-to-month,348.63412446579986,0.0
25,0,69.75,0,0,0,1,0,0,0,Month-to-month,224.516588784557,0.0
22,0,50.6,0,0,0,0,0,0,1,Month-to-month,156.40674813993078,0.0
72,0,65.6,0,0,1,0,1,1,1,Two year,280.5492974074532,4.276666119016055
7,1,40.1,0,0,0,0,0,0,1,Month-to-month,78.03099697711806,0.0
33,0,82.1,0,0,1,0,0,1,0,Two year,287.063270796398,3.4965075614664802
23,0,79.1,0,0,0,1,0,1,1,Month-to-month,248.01759247999573,3.1354942159291497
24,1,101.25,1,0,0,1,0,0,1,Month-to-month,321.7779503227295,0.0
1,1,79.55,0,0,0,1,0,0,0,Month-to-month,0.0,0.0
69,0,90.65,0,0,1,0,1,1,0,Two year,383.8217546417416,4.23410650459726
3,0,20.55,0,1,0,0,0,0,1,One year,22.576482532129656,0.0
56,0,75.75,0,1,0,0,0,1,1,One year,304.9203905731876,4.02535169073515
65,0,110.0,0,1,0,1,1,1,1,One year,459.18259968852004,4.174387269895637
71,0,20.85,0,1,0,0,0,0,0,One year,88.87687543631144,0.0
14,0,80.35,1,0,0,1,0,0,1,Month-to-month,212.048256434586,0.0
2,0,70.15,0,0,0,1,0,0,1,Month-to-month,48.62427471628017,0.0
32,1,84.05,0,1,0,1,0,0,0,One year,291.295102630317,0.0
40,0,67.45,0,0,0,0,1,0,0,Month-to-month,248.814919179985,0.0
1,0,20.75,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
1,1,89.1,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
7,0,69.9,0,0,0,1,0,0,1,Month-to-month,136.0191194189664,0.0
15,0,51.1,0,0,0,0,0,0,1,Month-to-month,138.38136527632292,0.0
17,1,94.4,0,0,0,1,1,0,0,Month-to-month,267.4553396789068,0.0
19,1,78.25,0,0,0,1,0,0,1,Month-to-month,230.40235011977396,0.0
71,0,25.55,0,0,1,0,0,0,0,Two year,108.91147085840561,0.0
54,0,60.0,0,0,1,0,1,1,0,Two year,239.33904279385646,3.9889840465642745
31,0,90.55,0,0,0,1,1,1,1,Month-to-month,310.94754136613,3.4339872044851463
11,0,76.4,0,0,0,1,1,0,0,Month-to-month,183.19919884179552,0.0
18,0,84.95,1,0,0,1,0,0,1,Month-to-month,245.5370808332792,0.0
72,0,110.1,1,0,1,1,1,1,1,Two year,470.86093970366767,4.276666119016055
71,0,99.65,1,0,0,1,0,0,1,Month-to-month,424.7760497471671,0.0
5,0,45.4,1,0,0,0,0,1,0,Month-to-month,73.06848122450815,1.6094379124341003
38,0,69.0,0,1,0,0,0,1,0,One year,250.9934450211206,3.6375861597263857
5,0,48.65,0,0,0,0,0,1,1,Month-to-month,78.29915443991898,1.6094379124341003
2,1,44.15,1,0,0,0,0,0,1,Month-to-month,30.60244802172158,0.0
52,0,59.85,1,0,1,0,1,0,0,Two year,236.48193655709844,0.0
8,1,75.75,1,0,0,1,0,0,1,Month-to-month,157.51769678224755,0.0
68,0,80.65,0,0,1,0,0,0,1,Two year,340.30329642245306,0.0
69,0,20.55,0,1,0,0,0,0,1,One year,87.01088866947369,0.0
42,0,66.4,0,0,0,0,1,1,1,Month-to-month,248.18126265401568,3.7376696182833684
50,0,100.2,0,0,1,1,0,1,1,Two year,391.9847051439002,3.912023005428146
1,1,19.1,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
1,1,80.3,1,0,0,1,1,0,1,Month-to-month,0.0,0.0
33,0,44.55,0,0,0,0,0,0,1,Month-to-month,155.7694118633317,0.0
7,0,20.35,0,0,0,0,0,0,0,Month-to-month,39.599271533275626,0.0
64,0,91.8,0,0,0,1,1,0,1,Month-to-month,381.78546705241786,0.0
1,1,74.9,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
59,0,20.2,0,0,1,0,0,0,1,Two year,82.36625636689554,0.0
6,0,50.35,0,0,0,0,0,0,0,Month-to-month,90.21508927563256,0.0
3,0,18.8,0,0,0,0,0,0,0,Month-to-month,20.653911026960465,0.0
15,0,20.45,0,0,0,0,0,0,0,Month-to-month,55.37962661254019,0.0
13,0,64.75,0,1,0,0,0,0,1,One year,166.0804708956345,0.0
23,0,98.7,0,0,0,1,0,0,1,Month-to-month,309.4732791122071,0.0
31,0,89.45,1,0,0,1,1,0,0,Month-to-month,307.17015544119636,0.0
29,0,58.75,0,1,0,0,1,1,1,One year,197.82863001170534,3.367295829986474
49,0,20.7,0,1,0,0,0,0,0,One year,80.56068017088997,0.0
56,0,85.6,0,0,0,1,0,0,1,Month-to-month,344.5701047269288,0.0
63,0,80.3,0,0,1,0,1,1,1,Two year,332.6937185292401,4.143134726391533
63,0,79.8,0,0,1,0,0,1,0,Two year,330.62215116604426,4.143134726391533
24,0,79.85,1,0,0,1,1,0,1,Month-to-month,253.76759835328346,0.0
36,0,54.1,1,1,0,0,0,1,0,One year,193.86837457047554,3.58351893845611
9,1,80.85,1,0,0,1,0,0,1,Month-to-month,177.64560707763334,0.0
3,1,24.75,0,0,0,0,0,0,0,Month-to-month,27.190654144535717,0.0
21,0,80.9,0,1,0,0,1,1,0,One year,246.30186521182495,3.044522437723423
13,0,24.5,0,1,0,0,0,0,0,One year,62.84125925780765,0.0
1,0,20.15,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
25,0,20.05,0,1,0,0,0,0,0,One year,64.53846028860742,0.0
71,0,19.6,0,0,1,0,0,0,1,Two year,83.54852559000979,0.0
66,0,114.3,0,1,0,1,1,1,1,One year,478.8775370136204,4.189654742026425
45,0,100.3,0,1,0,1,1,0,1,One year,381.80824772396306,0.0
22,0,80.0,0,0,0,1,0,0,1,Month-to-month,247.28339626866529,0.0
67,0,20.85,0,1,0,0,0,0,1,One year,87.66784111430164,0.0
68,0,89.95,0,0,1,1,0,0,1,Two year,379.5447180805908,0.0
49,1,90.85,1,0,0,1,0,0,1,Month-to-month,353.5718740833504,0.0
4,0,48.75,1,0,0,0,0,0,0,Month-to-month,67.58185010459466,0.0
63,0,80.0,0,1,0,0,1,1,0,One year,331.4507781113226,4.143134726391533
2,1,79.7,0,0,0,1,0,0,0,Month-to-month,55.24383029062764,0.0
21,0,20.35,0,1,0,0,0,0,1,One year,61.95603160767166,0.0
55,1,57.55,0,0,1,0,1,1,0,Two year,230.6220248101287,4.007333185232471
1,0,20.25,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
17,0,19.4,0,0,1,0,0,0,0,Two year,54.96433887469059,0.0
30,0,100.4,0,0,0,1,1,0,1,Month-to-month,341.48021711888043,0.0
22,0,57.95,0,0,0,0,1,1,1,Month-to-month,179.12591017211443,3.091042453358316
9,0,59.5,0,0,0,0,0,1,1,Month-to-month,130.73486235150506,2.1972245773362196
1,0,19.2,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
21,1,86.5,0,0,0,1,0,0,1,Month-to-month,263.3511908630761,0.0
19,0,59.55,0,0,0,0,0,1,0,Month-to-month,175.3413412093615,2.9444389791664403
69,1,103.95,0,0,0,1,0,0,1,Month-to-month,440.13537115288517,0.0
1,1,25.1,1,0,0,0,0,0,1,Month-to-month,0.0,0.0
72,0,103.95,0,0,1,1,1,1,1,Two year,444.559443071719,4.276666119016055
70,0,68.95,0,0,1,0,1,0,0,Two year,292.9337469393033,0.0
66,0,103.1,0,0,0,1,1,1,1,Month-to-month,431.95340390292444,4.189654742026425
7,0,24.7,0,0,0,0,0,0,1,Month-to-month,48.06398068166624,0.0
46,0,110.2,1,0,0,1,1,1,1,Month-to-month,421.9162818930983,3.828641396489095
39,1,48.95,0,0,0,0,1,1,1,Month-to-month,179.3313425780462,3.6635616461296463
32,0,62.45,0,0,0,0,0,0,0,Month-to-month,216.43520712984292,0.0
24,0,89.55,0,0,0,1,0,0,1,Month-to-month,284.5947205076585,0.0
6,1,83.55,0,0,0,1,0,0,1,Month-to-month,149.701503654004,0.0
37,0,78.9,0,0,0,0,1,1,1,Month-to-month,284.90142330762933,3.6109179126442243
8,0,20.35,0,0,0,0,0,0,0,Month-to-month,42.31663537318466,0.0
72,0,71.45,0,0,1,0,1,0,1,Two year,305.5677942036972,0.0
71,0,46.35,1,0,1,0,1,1,0,Two year,197.575212300865,4.2626798770413155
16,0,94.65,0,0,0,1,0,0,1,Month-to-month,262.42552255999533,0.0
57,0,49.9,0,0,0,0,1,1,1,Month-to-month,201.74825826494404,4.04305126783455
66,0,25.45,0,1,0,0,0,0,0,One year,106.62671318457252,0.0
17,1,89.15,1,0,0,1,0,0,1,Month-to-month,252.5809696226117,0.0
21,0,20.75,0,0,0,0,0,0,0,Month-to-month,63.17384058276103,0.0
66,0,66.1,0,0,1,0,1,0,1,Two year,276.9361784479467,0.0
17,0,75.4,0,0,0,0,0,0,1,Month-to-month,213.62428614183872,0.0
1,1,70.45,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
58,1,60.3,0,1,0,0,1,0,0,One year,244.84471353594907,0.0
8,0,21.05,0,0,0,0,0,0,0,Month-to-month,43.772244452360546,0.0
27,0,69.35,0,1,0,0,1,1,0,One year,228.5662866574002,3.295836866004329
34,0,88.85,0,0,0,1,0,0,0,Month-to-month,313.31713261214594,0.0
30,0,97.0,0,1,0,1,0,0,1,One year,329.91614602122905,0.0
33,0,66.4,0,0,0,0,0,0,1,Month-to-month,232.16810208137431,0.0
1,1,24.75,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
14,0,69.2,0,0,0,0,1,0,0,Month-to-month,182.6227672093759,0.0
16,0,79.5,0,1,0,1,0,1,1,One year,220.4208034180626,2.772588722239781
49,0,100.65,0,0,1,1,0,1,0,Two year,391.71171300483456,3.8918202981106265
19,1,103.3,0,0,0,1,0,1,0,Month-to-month,304.16054654789326,2.9444389791664403
70,0,79.7,0,0,1,0,1,1,0,Two year,338.60507079133396,4.248495242049359
32,0,61.4,0,0,0,0,1,1,0,Month-to-month,212.7961844319032,3.4657359027997265
18,0,69.8,0,0,0,1,0,0,1,Month-to-month,201.74794870115227,0.0
37,0,40.55,0,0,1,0,1,1,1,Two year,146.42272135772328,3.6109179126442243
4,0,75.65,0,0,0,1,0,0,1,Month-to-month,104.87316841871973,0.0
16,0,90.7,0,0,0,1,1,0,0,Month-to-month,251.47379710714816,0.0
17,0,80.5,0,0,0,1,0,0,1,Month-to-month,228.0736741965254,0.0
19,0,60.6,0,0,0,0,1,0,1,Month-to-month,178.43300213748628,0.0
60,0,101.15,0,0,1,1,0,0,0,Two year,414.1429524687655,0.0
51,0,24.95,0,0,1,0,0,0,1,Two year,98.09904953647192,0.0
28,0,20.3,0,0,1,0,0,0,1,Two year,67.64375155655664,0.0
43,0,60.0,0,0,1,0,0,0,1,Two year,225.67200694161374,0.0
42,0,20.25,0,0,1,0,0,0,0,Two year,75.6878097702382,0.0
3,1,78.5,0,0,0,1,0,0,1,Month-to-month,86.24106466044661,0.0
1,0,44.75,0,0,0,0,0,0,0,Month-to-month,0.0,0.0
3,1,19.85,0,0,0,0,0,0,0,Month-to-month,21.807453930061982,0.0
63,0,98.0,0,0,1,1,1,0,0,Two year,406.0272031863702,0.0
3,1,79.9,1,0,0,1,0,0,1,Month-to-month,87.77912186458198,0.0
68,0,107.7,0,0,0,1,1,1,1,Month-to-month,454.44097984746674,4.219507705176107
30,1,99.7,1,0,0,1,0,0,1,Month-to-month,339.0993789517169,0.0
60,0,104.7,0,0,1,1,0,0,0,Two year,428.6778756646539,0.0
15,1,58.6,0,0,0,0,0,1,1,Month-to-month,158.6917417845895,2.70805020110221
45,0,93.9,1,0,0,1,0,0,1,Month-to-month,357.44560778943304,0.0
70,0,86.45,0,0,1,0,1,1,0,Two year,367.2824136751671,4.248495242049359
10,1,98.5,0,0,0,1,0,0,1,Month-to-month,226.80463165991353,0.0
4,0,19.4,0,0,0,0,0,0,0,Month-to-month,26.894110605725874,0.0
1,1,50.45,0,0,0,0,0,0,1,Month-to-month,0.0,0.0
68,0,24.95,0,0,1,0,0,0,1,Two year,105.27671724414387,0.0
22,0,75.0,0,0,0,1,1,0,0,Month-to-month,231.8281840018737,0.0
38,1,94.65,0,0,0,1,0,0,1,Month-to-month,344.2975300181024,0.0
1,1,100.25,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
18,0,78.2,0,0,0,1,0,1,0,Month-to-month,226.02707146748008,2.8903717578961645
29,0,94.2,0,0,0,1,0,1,1,Month-to-month,317.1992671847259,3.367295829986474
16,1,88.45,0,0,0,1,0,0,1,Month-to-month,245.23547248210866,0.0
1,1,69.85,0,0,0,1,0,0,1,Month-to-month,0.0,0.0
12,1,81.7,0,0,0,1,1,0,0,Month-to-month,203.01687328767963,0.0
31,0,50.05,0,1,0,0,0,0,1,One year,171.87105958448157,0.0
