customerID,tenure_actual,Churn_actual,MonthlyCharges,Contract,RMST_months,CLV_discounted,Remaining_CLV
0815-MFZGM,42,0,99.0,Two year,26.35869788345188,2118.801321534915,1249.02338789234
4826-XTSOH,1,1,86.05,Month-to-month,24.024501184526905,1696.4989056129302,0.0
5480-XTFFL,31,0,21.0,Two year,12.975472220958517,237.5615242919836,197.79324265750796
8295-FHIVV,7,0,19.4,Month-to-month,30.82714713145136,476.5472610116617,483.0774688683806
2495-INZWQ,4,1,44.55,Month-to-month,13.691318161326109,529.3495342523073,0.0
9086-YJYXS,34,0,77.2,One year,4.942349130497648,353.87675634312995,344.6716182839522
1179-INLAT,3,0,19.45,One year,8.181255787371738,143.53456040645332,179.9068607595597
7909-FIOIY,19,0,24.85,Month-to-month,18.69223623604171,391.5435085201934,382.3381679107995
4139-SUGLD,31,1,35.4,Month-to-month,25.711509575570638,741.1667636157247,0.0
6857-VWJDT,1,1,95.65,Month-to-month,47.97795875759425,3451.16612983285,0.0
6351-SCJKT,3,0,41.35,Month-to-month,19.670644496928574,682.0601184524837,745.6444739984696
5468-BPMMO,46,0,19.6,Month-to-month,40.21482403515125,607.055062840661,290.9422535309619
5624-BQSSA,1,1,20.95,Month-to-month,30.915292140128006,515.9118168482586,0.0
0197-PNKNK,69,0,84.45,One year,45.49075257232627,2910.1757432797726,201.0055077484811
2439-QKJUL,5,0,20.25,Month-to-month,28.29013071502639,461.2761160393655,482.0275586872866
1194-SPVSP,1,0,19.65,Month-to-month,25.008729420987258,401.44257257391877,422.8870331762368
9534-NSXEM,26,0,20.65,One year,36.258116237419344,584.5192613211285,456.95062758702363
2408-WITXK,10,1,34.7,Month-to-month,21.99418583898992,632.4508319713833,0.0
8929-KSWIH,25,0,99.3,Two year,24.867867287320244,2018.5398920357607,1701.8021218321576
2250-IVBWA,64,0,81.05,Month-to-month,26.37274898358342,1735.4515673956266,249.44464408843785
1810-MVMAI,30,0,67.6,Month-to-month,33.520782114197466,1786.863314564802,1304.3053426143883
9506-UXUSK,13,0,70.15,Month-to-month,23.02228086445563,1331.6507768301271,1342.8923612337653
1229-RCALF,64,0,115.0,One year,16.1111662039733,1584.5494311871191,219.10399928404195
3572-UOLYZ,46,0,84.8,Month-to-month,30.48331758845513,2062.6614513775826,1021.6287927196482
1429-UYJSV,12,0,19.7,One year,33.182976826265545,516.1396090237802,495.1740951817598
5577-OTWWW,15,1,19.75,Month-to-month,49.11588673916427,727.158424563124,0.0
6100-QQHEB,17,1,92.55,Month-to-month,25.15692693435205,1900.6817291987566,0.0
6366-XIVKZ,13,0,63.15,Month-to-month,34.558585326375514,1714.2683942518838,1624.0414120399025
3470-OBUET,67,0,74.0,Two year,28.70635220550996,1707.456140842376,156.44208768175963
2770-NSVDG,24,0,29.1,Month-to-month,32.23938007946052,743.425146370936,610.3931210678279
9375-MHRRS,6,0,50.05,Month-to-month,34.692516712751974,1363.2487242821685,1373.330592411187
2634-HCZGT,53,1,60.05,One year,16.986081317378975,867.9631844359966,0.0
7503-QQRVF,16,1,74.3,Month-to-month,18.559142624146116,1163.193332808518,0.0
4860-YZGZM,10,0,20.0,Month-to-month,27.570864345338947,445.3629336877921,448.64209221111537
6599-GZWCM,13,0,74.65,One year,37.42031506297295,2171.8675751980413,2035.2808016992544
2691-NZETQ,9,1,85.35,Month-to-month,20.527856369700274,1462.6557876942086,0.0
4404-HIBDJ,25,1,74.3,One year,53.09558535050371,2925.5141681096625,0.0
5533-NHFRF,7,0,44.4,Month-to-month,37.729027617363,1301.0363798393325,1288.2395395962553
7037-MTYVW,38,0,85.4,Two year,31.28330287368957,2124.9744963884696,1325.0245238044758
4760-THGOT,43,0,94.1,Month-to-month,43.8221979965477,3139.6307612383002,1669.349284999559
7295-JOMMD,4,1,98.1,Month-to-month,29.300560857089977,2304.6797322687926,0.0
4016-BJKTZ,25,0,108.9,Two year,29.409966751231636,2566.798929085223,2106.4286521744957
6584-VQMYT,27,0,56.2,One year,40.66378020509014,1757.4787704059331,1326.8347085319476
9838-BFCQT,72,0,26.1,Two year,48.07894172035581,943.429044684187,0.0
2790-XUYMV,71,0,85.45,One year,27.094102639616004,1873.7700776745523,84.60396039603961
0581-MDMPW,24,0,88.95,Month-to-month,24.888545765340073,1809.4801038882763,1546.2438319770902
5013-SBUIH,50,1,109.65,Two year,6.337972845109142,636.4674073106307,0.0
1023-BQXZE,57,0,74.35,Two year,15.649696629849057,997.8026666531781,380.6575222092499
9163-GHAYE,15,0,48.85,Month-to-month,23.677683013667796,950.738598078613,938.2590768381035
3904-UKFRE,4,0,80.1,Month-to-month,31.97700755544036,2031.751969985619,2101.8691573595333
5353-WILCI,28,0,56.05,Month-to-month,19.761135416065052,928.3458378278228,755.6489935755156
0709-TVGUR,9,1,74.55,Month-to-month,24.062849431510706,1471.8549442094575,0.0
0058-EVZWM,55,0,89.8,Month-to-month,23.06063970840436,1707.1904255651095,662.7641062517318
6023-YEBUP,3,1,100.95,Month-to-month,19.788080095945844,1674.0597205210556,0.0
7209-JCUDS,10,1,94.9,Month-to-month,30.458736190781956,2306.6991577369176,0.0
7009-PCARS,55,0,19.1,One year,24.76731397142006,386.86773478363267,147.65162311617357
0519-DRGTI,20,0,20.35,Month-to-month,8.809316733627401,160.92053930320589,183.3330987163305
1017-FBQMM,62,0,106.05,One year,8.407247801011584,802.8126402036934,253.26169689519347
3001-CBHLQ,32,1,104.9,Month-to-month,38.251816789230425,3110.8353924850776,0.0
1985-MBRYP,43,0,19.65,Two year,33.510066086766116,519.2612107829572,289.2368345662683
6158-DWPZT,9,1,24.1,One year,43.0917636127877,792.4826390668393,0.0
9372-TXXPS,60,0,59.85,Two year,41.28594159540279,1896.4208307861315,468.65250868337387
3259-QMXUN,58,0,86.1,Two year,19.13844502594909,1385.677071459318,476.5486446334386
1015-JPFYW,7,0,19.45,One year,31.624268342380113,488.5845194980568,493.74598536347247
6645-MXQJT,2,0,97.1,Month-to-month,19.66282761957153,1601.0747071656017,1739.4125725935978
4360-QRAVE,37,0,36.65,Month-to-month,54.52253600249119,1476.384645234506,879.1490027878634
8433-WPJTV,65,0,103.9,One year,31.156767116833308,2576.136623724036,333.17901609016053
5804-JMYIO,39,0,19.75,Two year,24.640928828466624,398.22393230058884,249.52480447847688
3763-GCZHZ,66,1,104.05,One year,19.018254286224078,1665.1135289372025,0.0
6484-LATFU,68,0,24.55,Two year,40.835570002438956,770.5357036136947,61.86193647086559
7599-NTMDP,62,0,48.7,Two year,37.99902461578142,1435.9116245721134,293.1483203419099
0772-GYEQQ,3,1,88.35,Month-to-month,33.29183586476091,2321.403272593931,0.0
0536-ACXIP,72,0,109.55,Two year,47.746768672885665,3936.254426415601,0.0
0936-NQLJU,41,0,20.65,Two year,27.783633646920514,462.96295219393386,273.7087644004572
4831-EOBFE,29,1,94.65,Month-to-month,20.51535037092258,1621.1471971951787,0.0
1575-KRZZE,4,0,55.2,Month-to-month,52.18234650634563,2141.2391963578993,2111.4810819054537
3251-YMVWZ,53,0,24.05,One year,15.872172875309575,326.91871799992714,148.51234362354734
4102-OQUPX,1,1,74.4,Month-to-month,7.659333197319084,516.1613877638362,0.0
9170-GYZJC,41,1,79.9,Month-to-month,32.717407980794974,2067.6780879043095,0.0
4884-LEVMQ,39,0,20.45,Two year,37.889018380660474,601.4472408784687,356.3028055678861
8857-CUPFQ,63,0,19.25,Two year,34.156036346739896,517.2439358286706,94.2911756695182
7610-TVOPG,15,0,26.35,Month-to-month,52.441921042477176,1026.5080323624568,901.07622258707
3638-DIMPH,13,0,43.8,One year,39.30485648278841,1329.9032588081718,1238.1652878081838
1845-ZLLIG,1,0,50.15,Month-to-month,24.82344839242913,1017.8204855682092,1072.81265330218
8559-WNQZS,1,0,20.45,Two year,27.213853553315364,450.18070608882675,471.1951505506738
3999-QGRJH,8,1,69.7,Month-to-month,22.56549207825531,1299.7241212478925,0.0
1699-UOTXU,60,0,61.4,Two year,24.247323667305544,1220.4731154173658,343.9745904749844
2454-RPBRZ,12,1,98.1,Month-to-month,27.963560394092944,2211.8964833919754,0.0
0635-WKOLD,40,0,70.75,One year,47.31159993471822,2522.118728901119,1419.9747884298067
5993-JSUWV,66,0,61.15,Two year,10.726893689375924,580.6053338403024,82.88369597740643
4518-FZBSX,42,0,20.25,One year,29.080210914712318,472.5903715822081,274.05355656584015
5387-ASZNZ,66,0,63.85,One year,7.663615442185426,443.20149891089847,70.22682877680772
6988-CJEYV,49,0,98.7,Month-to-month,39.83232151689361,3031.713033900015,1334.342735769724
2002-MZHWP,1,1,20.5,Month-to-month,41.633524331649724,654.3039954136631,0.0
3097-FQTVJ,41,0,20.0,Two year,40.64933872425445,625.2446711309017,350.4579375763735
5465-BUBFA,41,0,19.3,Two year,37.382349701478255,561.0187889224215,318.08325466764
7299-GNVPL,23,0,84.4,Month-to-month,17.90995078368455,1279.6318508226343,1161.457153758495
9743-DQKQW,3,0,25.1,Month-to-month,45.83750576846907,870.647874690371,873.3053127414524
1215-VFYVK,4,0,48.25,Month-to-month,27.93775082289517,1087.025870891022,1142.1809402802019
9371-BITHB,52,0,19.85,Two year,42.239114835089616,641.5329194672285,248.9552379794826
2265-CYWIV,4,1,99.6,Month-to-month,8.091789473662661,727.4897480053659,0.0
9093-FPDLG,11,0,94.2,Month-to-month,41.19010241509271,2978.8364853794983,2810.5777104939284
0541-FITGH,2,0,62.15,Month-to-month,16.30356858843504,865.6036455490114,960.907792066611
6985-HAYWX,26,0,79.3,Month-to-month,38.41896955407232,2360.5882356711763,1830.8088519889718
7508-KBIMB,24,0,56.25,One year,22.589926024482388,1049.9275458850018,911.9076244871017
6838-HVLXG,12,0,20.3,Month-to-month,22.702573094387795,380.58849438374153,385.9772359100321
2277-DJJDL,60,0,99.0,Month-to-month,54.17325623964787,3966.0587601444176,925.9261781076398
1897-OKVMW,64,0,90.6,Two year,44.368865924029265,3055.439722354768,456.5053998728677
5485-ITNPC,66,0,85.9,Two year,22.931757431591414,1624.927675951794,205.97760280577504
0233-FTHAV,60,0,79.2,One year,31.18866499008687,1965.4770909009667,518.1220550166051
4644-PIZRT,17,0,70.35,One year,39.58605479666746,2149.302594466619,1911.2011489140386
8922-NPKBJ,42,0,19.35,Two year,33.240012016738,507.7310855384099,288.1048011345802
2740-TVLFN,1,0,50.15,Month-to-month,23.324474286214578,963.093932302966,1020.1694563616824
7771-CFQRQ,47,0,63.8,Two year,23.243377379101474,1221.445073021236,632.7460973980438
9512-PHSMG,10,0,20.55,Month-to-month,8.742130463918901,161.3455244949968,202.20393717268996
6963-EZQEE,70,0,88.55,Two year,56.246642326031015,3663.902818609381,160.79461220989694
2452-KDRRH,67,0,101.4,Month-to-month,5.041692510123779,473.7058791997016,26.970934448683487
2004-OCQXK,1,1,81.95,Month-to-month,23.345367431707235,1575.0423784073198,0.0
5027-QPKTE,7,1,69.35,Month-to-month,21.052743056426145,1215.593191817508,0.0
4146-SVFUD,1,0,44.6,Month-to-month,25.47966192017819,926.3340656984901,974.4098243048079
1564-HJUVY,4,0,63.75,Month-to-month,34.638960350140685,1734.0669877937632,1778.3678891910215
3617-XLSGQ,66,0,109.25,Two year,24.845654467063184,2219.043031248907,279.7349257319966
7517-LDMPS,12,0,84.6,Month-to-month,24.82344839242913,1717.001257807986,1717.166264092953
7244-KXYZN,24,0,20.45,One year,37.51863173128717,596.3317322657903,479.2939023311149
5226-NOZFC,26,0,85.75,Month-to-month,35.450496651613825,2380.0713944104255,1866.4852414071397
2672-HUYVI,6,1,91.1,Month-to-month,19.051319866950273,1460.150908263047,0.0
1400-WIVLL,57,0,107.95,Two year,7.745310161439725,756.8024589056621,345.4731071322295
7508-MYBOG,14,1,86.1,Month-to-month,42.58880322063304,2802.606427459137,0.0
8148-NLEGT,42,0,22.95,Two year,28.223629937399735,521.6975942261987,304.0328135901191
0148-DCDOS,25,1,94.7,Month-to-month,35.41550103319695,2626.225237831868,0.0
8347-GDTMP,64,0,19.45,Two year,32.1976773558898,496.3316102695236,72.56823544778983
9992-RRAMN,22,1,85.1,Month-to-month,6.0676050420583225,474.0125313628853,0.0
6746-WAUWT,19,0,19.7,One year,19.429475124902375,321.37205867797934,311.441347249858
0310-MVLET,61,1,99.15,Month-to-month,23.260214720674515,1899.4397436736188,0.0
0428-IKYCP,22,0,87.0,Month-to-month,32.76041657385229,2254.002120284261,1905.8882295760152
4550-VBOFE,70,1,102.95,Month-to-month,26.41510609404242,2207.5035935947935,0.0
2187-PKZAY,12,0,79.95,Month-to-month,17.259498125601283,1172.3852842291442,1245.6289178284796
4003-OCTMP,31,0,64.0,One year,47.17789501170634,2275.926141165295,1564.2871629708445
6652-YFFJO,11,0,64.9,Month-to-month,33.09443583914778,1696.4124766763578,1644.9594191916158
7225-IILWY,68,0,25.75,Two year,21.7757694898799,465.1679392736492,33.450720847539124
5248-RPYWW,72,0,90.15,Two year,31.278733064089693,2242.8797437684084,0.0
7923-IYJWY,67,0,116.1,Two year,16.57980243754093,1641.7782181948394,131.3169982366279
3170-GWYKC,60,0,104.95,Month-to-month,40.32354609597323,3258.1535985366386,809.3089387617822
5696-QURRL,1,1,45.05,Month-to-month,40.217451057973946,1395.3765456860444,0.0
7409-KIUTL,1,1,71.0,Month-to-month,17.75399417010885,1068.0157251425035,0.0
9830-ECLEN,58,0,50.0,One year,35.680282967049564,1395.632944605087,410.8471808794242
1732-VHUBQ,47,1,70.55,Month-to-month,29.736383510878177,1679.082693818996,0.0
0495-RVCBF,1,1,79.7,Month-to-month,44.40472130860968,2689.7207614232843,0.0
2668-TZSPS,1,0,20.45,Month-to-month,25.37011946295116,423.12661412221007,445.234240913137
7854-EDSSA,22,1,59.0,Month-to-month,28.875281405005097,1368.3941289381244,0.0
8869-TORSS,48,1,60.35,One year,45.63158156036839,2085.2431789962347,0.0
7446-SFAOA,37,0,19.85,One year,30.92575366559405,488.96838372144776,313.6161373052351
9522-ZSINC,13,0,19.95,One year,45.10066657932232,682.3863185885523,624.2993745208362
8234-GSZYK,43,0,26.45,Two year,18.691720694648502,416.7432195635024,260.2214547766654
6505-OZNPG,6,0,63.4,Two year,26.63197867005499,1369.3046081372975,1423.3332977265811
6164-HAQTX,71,0,53.95,Two year,9.1104232886821,440.1938115279058,53.41584158415842
0679-IDSTG,1,1,69.25,Month-to-month,28.280605403944385,1576.982853001938,0.0
7765-LWVVH,72,0,95.1,Two year,25.49561394160232,1976.3041689668494,0.0
1658-TJVOA,6,0,74.1,Month-to-month,23.100452766685766,1410.8796951117577,1494.1770257538033
0953-LGOVU,12,0,35.5,Month-to-month,34.09484489214354,952.3864611550358,910.4170681128758
2115-BFTIW,25,1,70.95,Month-to-month,25.608917394585255,1480.230349646253,0.0
4692-NNQRU,21,0,79.2,One year,21.489008711822734,1413.908427329016,1289.5669411142217
7742-MYPGI,6,0,48.8,Month-to-month,27.05601734981821,1068.7721829696625,1108.7321958842588
0611-DFXKO,20,1,89.0,Month-to-month,26.967832555040452,1943.5890324270995,0.0
7780-OTDSO,18,1,99.4,Month-to-month,24.827889066923465,2017.694721175637,0.0
9619-GSATL,43,0,55.45,One year,23.353471440684977,1066.052984387985,635.688919651805
5622-UEJFI,35,0,25.4,Two year,24.89117282836973,516.7520179687906,355.5445065381347
9747-DDZOS,1,1,73.5,Month-to-month,35.418204962865495,2038.4413989984264,0.0
0674-DGMAQ,32,0,93.5,Month-to-month,28.525254038149665,2145.414675310341,1559.1617336130357
6203-HBZPA,52,0,63.9,Two year,37.83644651481965,1877.071627169828,742.9464174748523
0484-FFVBJ,32,0,64.85,One year,8.80444024443803,512.5458623328369,473.56936199959637
0301-FIDRB,72,0,63.8,Two year,33.28818279336289,1676.189327296165,0.0
4139-JPIAM,51,0,44.45,Month-to-month,27.48813363610061,987.2006528560576,434.5180752531695
2181-TIDSV,68,0,19.95,Two year,13.870852493215597,239.88638155075557,14.098264785318467
2761-XECQW,8,0,43.35,Month-to-month,52.77776201417661,1698.0786724014965,1607.6653241786457
1936-CZAKF,49,0,49.65,Two year,30.22927728897317,1198.8431593662401,551.8389021496296
9453-PATOS,72,0,85.1,Two year,38.09514713888669,2514.6758431377307,0.0
0564-JJHGS,9,1,95.5,Month-to-month,33.511894781962454,2523.7562237919765,0.0
3348-CFRNX,28,1,92.35,Month-to-month,40.60281139668372,2884.201474956379,0.0
4402-FTBXC,54,0,89.8,Month-to-month,42.43483772192181,2913.891709552706,1032.321118854663
1428-GTBJJ,11,1,74.55,Month-to-month,29.306668754681155,1751.736497482462,0.0
2931-XIQBR,50,0,103.05,One year,44.26089409447749,3467.9953454337983,1453.3460419406374
0106-UGRDO,69,0,116.0,Two year,36.19483607909196,3278.5070139184827,243.0972216853393
5542-TBBWB,1,0,69.9,Month-to-month,16.370704077189167,977.1719634780313,1068.374388604027
1930-QPBVZ,68,0,95.1,Two year,33.22116907565247,2494.1242519610805,197.23018775857818
2606-PKWJB,40,0,40.25,One year,19.554916498669396,660.4119962985508,420.16634226254627
5322-ZSMZY,31,0,25.75,Two year,55.46946161882334,1052.7754067106484,710.1626371716126
8059-UDZFY,33,0,105.35,Month-to-month,10.741311809088074,1001.5172883810437,834.9433184105917
7740-BTPUX,55,0,113.6,Two year,40.0961233432552,3509.4304772831583,1203.2083178963749
5220-AGAAX,68,0,24.0,Two year,26.902841726213786,522.9992215327627,39.88126766128014
0208-BPQEJ,12,0,19.4,Month-to-month,23.234723327283767,371.2882735130726,375.1630025004438
9435-JMLSX,71,0,86.1,Two year,23.108850505086085,1639.8921321478297,85.24752475247524
3352-ALMCK,40,0,102.65,Month-to-month,5.6702626784594266,536.2202586603858,430.6996999417378
5312-IRCFR,64,0,92.85,One year,52.42285275211236,3615.9935411849942,543.3306008719651
5294-IMHHT,53,0,97.75,One year,45.52629827811163,3370.7724243367757,1237.174276798059
8802-UNOJF,12,1,83.8,Month-to-month,39.21196138242746,2539.204886595993,0.0
6313-GIDIT,53,1,54.45,Month-to-month,5.642938080618416,283.13360610655764,0.0
6176-YJWAS,72,0,97.95,Two year,32.82718543772729,2542.2175277332285,0.0
5310-NOOVA,46,0,19.95,Two year,33.22858975674065,523.3174775644042,256.56638688637645
4526-EXKKN,40,0,24.6,Two year,40.60211935195324,768.2762056412251,441.23585464865795
5311-IHLEI,12,0,50.95,Month-to-month,24.308907832083616,1015.0352121492706,1018.4102257355773
3987-KQDDU,9,0,75.6,Month-to-month,27.004322709359037,1652.9295918553935,1676.7360307895638
3404-JNXAX,51,0,80.75,Month-to-month,4.988727239554223,373.4593429893151,235.20485934899705
5131-PONJI,49,0,90.4,Month-to-month,54.703220644445906,3651.9951262382633,1527.7350174257604
2845-AFFTX,41,1,99.8,Month-to-month,27.52769286949705,2219.29354246186,0.0
3489-VSFRD,56,0,60.25,One year,18.33434254199076,932.9505506665864,352.7367429105867
3345-JHUEO,4,0,20.2,Month-to-month,44.10166764047757,677.6856692320088,678.4251056836436
5815-HGGHV,20,0,64.15,One year,15.901196984050829,873.455535158667,864.4895717403055
5260-UMPWX,26,0,20.25,Month-to-month,27.577633896087264,451.02755376718807,367.1104796886978
2249-YPRNG,20,1,105.85,Month-to-month,49.20787168899329,3903.493780148191,0.0
7410-YTJIK,7,1,75.45,Month-to-month,26.005900523868295,1595.6711771021462,0.0
4626-GYCZP,7,1,93.85,Month-to-month,30.41329493127635,2278.19114783755,0.0
5649-RXQTV,51,0,99.0,Month-to-month,23.795074924419765,1935.2583141885739,876.2315049076493
2674-MIAHT,4,0,80.3,Month-to-month,27.553580183710597,1787.1441114386225,1880.9426636296594
2576-HXMPA,1,0,19.55,Month-to-month,23.352904828609574,375.850071661371,398.08471955434374
7587-AOVVU,27,0,100.75,Month-to-month,40.70253822723206,3153.2441044992916,2380.2984130724267
5590-BYNII,22,1,100.75,Month-to-month,36.198074349579954,2847.718255210224,0.0
6898-MDLZW,12,0,53.75,Month-to-month,5.729209894220755,283.5461282444159,384.0372069261092
3237-AJGEH,3,1,31.0,Month-to-month,40.57558224886611,967.6041829520929,0.0
4707-YNOQA,34,0,25.6,One year,35.65559658760859,714.133245091167,477.6938884588882
9357-UJRUN,24,0,58.35,One year,38.34557711108149,1734.0688136215556,1389.6268612411507
1591-NFNLQ,51,1,80.0,Month-to-month,39.23439522197317,2425.266010564674,0.0
8648-PFRMP,14,0,46.35,Month-to-month,5.035438992194219,216.27537426350298,299.14640972921836
7663-CUXZB,59,0,113.75,Two year,50.543320135646844,4292.777027901863,1098.3157062296045
0258-NOKBL,3,0,90.4,Month-to-month,30.17362675654942,2179.2608736240027,2269.924298714378
1163-VIPRI,65,0,109.3,Two year,28.469375991973877,2503.631534067038,320.83733200085925
2815-CPTUL,5,1,70.25,Month-to-month,19.46516619812931,1147.8980026464683,0.0
9348-ROUAI,59,0,90.3,Two year,27.72216363716658,2020.5349928516803,594.7717618078495
9443-JUBUO,72,0,65.25,Two year,10.896111800698703,628.5616377651683,0.0
0596-BQCEQ,62,1,100.15,Month-to-month,32.02317625122504,2543.534409206755,0.0
1481-ZUWZA,28,1,94.5,Month-to-month,26.415610335250392,2026.3487780933744,0.0
3043-TYBNO,3,0,60.65,Month-to-month,47.8915525604257,2184.923447132565,2183.967390315292
4830-FAXFM,19,0,24.1,Month-to-month,19.7821420703746,399.54420199753775,385.8511276307398
5906-BFOZT,1,0,19.5,Month-to-month,15.298525310561393,256.35920986467033,282.1930310157531
2960-NKRSO,24,0,85.95,Month-to-month,24.52166027154304,1725.592980190552,1478.1695841038354
8996-ZROXE,57,0,53.5,One year,8.780086600047326,421.74927436528185,186.73123542448187
5598-IKHQQ,72,0,25.45,Two year,31.272894209099587,633.0776764030712,0.0
0397-ZXWQF,67,0,20.5,Two year,34.06495012288017,549.548642126779,51.77198031593385
5266-PFRQK,52,0,20.85,One year,24.505698238249614,418.3577811700583,179.5380875247799
4674-HGNUA,71,0,89.9,Two year,42.23326625200286,2905.133172737269,89.00990099009901
6765-MBQNU,26,0,26.0,One year,27.78940438792047,583.0140186838021,473.9719557670535
9786-IJYDL,35,0,113.2,Two year,28.476538185033185,2593.53920098495,1751.3013886763724
1303-SRDOK,55,0,69.05,Two year,23.218130289403504,1320.6793480938984,511.8748468860016
3769-MHZNV,33,0,20.1,Two year,36.77430621078685,575.9960441140242,392.5114566298477
6295-OSINB,72,0,109.65,Two year,23.61145033849404,2128.7505115286426,0.0
3308-MHOOC,1,0,19.2,Month-to-month,6.3156724812293445,111.0764478140386,136.87449465656422
2309-OSFEU,10,1,33.9,Month-to-month,48.09184667307828,1225.6571193291552,0.0
2207-QPJED,37,0,90.0,Month-to-month,14.63482659138464,1136.415038727125,820.0072726538513
4177-JPDFU,12,0,34.0,Month-to-month,16.182442331222774,470.35275560622654,505.65266158522854
2239-CFOUJ,1,0,20.4,One year,24.876754300543062,414.8162092546519,437.1552365841202
8046-DNVTL,62,0,38.6,Two year,29.353671483720653,908.280662514625,193.74716283468163
2209-XADXF,1,0,25.25,Month-to-month,53.87220020467316,1006.7059395287637,1010.54893812376
6620-JDYNW,18,0,60.6,Month-to-month,30.784582009013384,1486.7936600886824,1355.2996304318
1891-FZYSA,69,1,89.95,Month-to-month,18.289942240270378,1389.8087077406788,0.0
4770-UEZOX,2,0,74.75,Month-to-month,26.198370211875556,1591.2023172899424,1678.9250795115167
1038-RQOST,19,0,20.6,Month-to-month,32.02190004755313,523.1650623867386,465.1478847431234
7613-LLQFO,12,1,84.45,Month-to-month,25.134641530496623,1732.9732500213197,0.0
4568-TTZRT,9,0,20.4,Month-to-month,22.792191893888607,383.80653879790464,398.90275801465947
9513-DXHDA,27,0,81.7,One year,39.908451753727746,2513.69493021573,1902.3245620264886
2640-PMGFL,27,1,79.5,Month-to-month,38.43271017384023,2367.2772074268823,0.0
3801-HMYNL,1,1,89.15,Month-to-month,23.69991043901468,1736.5199662239193,0.0
0516-QREYC,24,0,20.3,Month-to-month,30.688333759058033,496.68555156159783,410.7721859808758
9685-WKZGT,14,1,74.95,Month-to-month,21.001912088214485,1310.9175648942385,0.0
6022-UGGSO,32,1,74.4,Month-to-month,41.7748042522147,2381.6247168904133,0.0
8084-OIVBS,11,0,20.0,One year,23.087674480909662,380.6169268605347,388.63096940604896
8896-BQTTI,1,0,25.0,Month-to-month,34.16471502825131,671.8943617006569,692.2340553286458
3865-QBWSJ,38,0,80.45,Month-to-month,19.354380141023555,1307.8527737355375,873.2931560400195
3352-RICWQ,9,0,19.75,Two year,34.96105628861051,541.5754529955611,531.3355456153216
2160-GPFXD,54,0,65.65,Two year,32.23337417804395,1676.9039331711115,626.6444175537036
2065-MMKGR,29,0,71.0,One year,37.17043227930046,2053.670318697473,1505.2982142229537
5857-TYBCJ,44,0,89.2,Month-to-month,43.21387599442177,2940.364382691234,1508.2635494985768
1498-NHTLT,59,0,86.75,Two year,23.260214720674515,1661.8900430023846,513.4609786029451
4484-CGXFK,3,1,55.3,Month-to-month,24.845902012706055,1123.241764357855,0.0
1402-PTHGN,18,0,61.5,One year,5.335850438223913,303.23843664504386,427.0459024211624
4176-RELJR,67,0,25.1,Two year,6.074811641877831,139.96580345956892,8.407919491453178
6214-EDAKZ,22,1,55.15,Month-to-month,27.536715552149317,1226.7474844379144,0.0
5199-FPUSP,33,0,34.05,One year,27.20030220140861,749.2381858384092,531.6094432187439
6377-KSLXC,5,0,19.95,Month-to-month,38.85720464786549,599.7483867880125,603.9103744695919
1796-JANOW,2,0,19.95,Month-to-month,32.02311015398135,506.6741865585149,525.125604751795
0238-WHBIQ,72,0,89.7,Two year,21.15512117161822,1579.1243783784141,0.0
8735-NBLWT,9,0,20.4,Month-to-month,16.07606097338688,280.5302616563573,308.46361907670973
6651-RLGGM,67,0,26.3,Two year,17.22782710439951,385.02370439682875,31.136350647913392
6127-ISGTU,16,1,84.95,Month-to-month,31.60822671763347,2132.9981912035514,0.0
1614-JBEBI,8,0,20.7,Month-to-month,29.13543644819164,483.8988238874469,489.02754058212906
8740-XLHDR,5,1,43.25,Month-to-month,52.9880497891623,1699.971151213858,0.0
1208-DNHLN,23,1,48.35,One year,32.5578378787908,1245.8780463666612,0.0
1761-AEZZR,1,1,79.55,Month-to-month,5.339118270073363,392.4660828301897,0.0
3923-CSIHK,50,1,71.05,Month-to-month,40.516806954530765,2214.900228342801,0.0
5696-EXCYS,17,0,19.45,Two year,14.128341098375692,237.83330469550538,256.3542675773153
5795-KTGUD,68,0,110.8,Two year,21.869353971636766,2009.2463814032608,144.6917154954663
7120-RFMVS,1,1,84.5,Month-to-month,15.929100933812485,1152.3680703086604,0.0
7924-GJZFI,25,0,69.3,Month-to-month,5.784592389264869,368.92718716555663,441.17469748984104
4702-HDRKD,67,0,49.35,One year,36.33897525971619,1399.6142375376983,132.93330216286023
8512-WIWYV,32,0,20.35,One year,20.046770084566518,341.4156184617015,263.1014023268812
5897-ZYEKH,67,0,105.6,One year,29.70343527312322,2510.8231292185865,231.48964098775795
5456-ITGIC,72,0,64.45,Two year,31.23902452131062,1601.6947416282103,0.0
7317-GGVPB,71,1,108.6,Two year,45.59243198909538,3749.619445899083,0.0
1406-PUQVY,1,0,49.9,Month-to-month,15.559991157350403,666.1904255635573,732.0640428269534
1322-AGOQM,46,1,30.3,Month-to-month,27.80878645200173,679.8530577820716,0.0
3677-IYRBF,2,1,30.4,Month-to-month,23.554413712116794,588.9205931617573,0.0
5692-FPTAH,1,1,45.4,Month-to-month,18.34620004642779,703.4125519556147,0.0
9114-AAFQH,48,0,65.65,One year,23.20391217386062,1254.965955525357,607.6968041257375
8715-KKTFG,61,0,103.3,One year,31.076460538523435,2555.4730606781573,621.3793526833402
1550-LOAHA,32,1,84.15,Month-to-month,22.608297418637008,1571.828643301542,0.0
